[Summary]
Novonix HPC data file
Novonix
Channel: 09
Cell: 2023-12-12_fullcell_aqds_vanadium_insituUVvis.csv
Serial Number: 
Description: Enter description here...
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
Mass (g): 1.000
Capacity (Ah): 1.000
Area (cm2): 1.000
DC Offset Voltage (V): 0.00000
Started: 12/12/2023 10:58:00 AM
Version: 2.2.0.2
[End Summary]
[Protocol]
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
[0: Open_circuit_storage:]
   [End step when step time > 30 seconds]
   [Save data when Δt > 2 seconds]
   [StepLimits -999 999999 0 50 0 100 0 100 -150 500 -150 500 -0.624045864045863 1.47535724815725 -0.624045864045863 1.47535724815725 -999 2 0 2]
[5: Repeat: 8000 time(s) Node count: 3]
   [3: CC-CV_charge: 50 mA to 1.3 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.562948402948403 1.41975823095823 -0.562948402948403 1.41975823095823 0 1.76216216216216 0 1.74234234234234]
   [4: CC-CV_discharge: 50 mA to 0.4 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.555806715806716 1.41042686322686 -0.555806715806716 1.41042686322686 0 1.72252252252252 0 1.72252252252252]
   [6: Increment_cycle_counter:]
[End Protocol]
[Data]
Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),Potential (V),Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (I/h),dIdt (V/h),Step Number,Step position
12/12/2023 2:21:49 PM,4,8,3.3968583,0.4591194,0.0225415226,1.29978235,0.0265728840,-9999.00000000,21.453,0.0319045651,0.0000000,0.0000000,11,0
12/12/2023 2:21:51 PM,4,8,3.3974361,0.4596972,0.0222687074,1.29978426,0.0265858243,-9999.00000000,21.468,0.0319213847,0.0000000,0.0000000,11,0
12/12/2023 2:21:53 PM,4,8,3.3980139,0.4602750,0.0220131579,1.29978403,0.0265986237,-9999.00000000,21.472,0.0319380212,0.0000000,0.0000000,11,0
12/12/2023 2:21:55 PM,4,8,3.3985917,0.4608528,0.0218061671,1.29978281,0.0266112880,-9999.00000000,21.471,0.0319544820,0.0000000,0.0000000,11,0
12/12/2023 2:21:57 PM,4,8,3.3991694,0.4614306,0.0215899580,1.29978243,0.0266238211,-9999.00000000,21.471,0.0319707723,0.0000000,0.0000000,11,0
12/12/2023 2:21:59 PM,4,8,3.3997472,0.4620083,0.0213425595,1.29977915,0.0266362231,-9999.00000000,21.462,0.0319868922,0.0000000,0.0000000,11,0
12/12/2023 2:22:01 PM,4,8,3.4003250,0.4625861,0.0211180163,1.29978159,0.0266484912,-9999.00000000,21.464,0.0320028381,0.0000000,0.0000000,11,0
12/12/2023 2:22:03 PM,4,8,3.4009028,0.4631639,0.0209447581,1.29978144,0.0266606335,-9999.00000000,21.476,0.0320186204,0.0000000,0.0000000,11,0
12/12/2023 2:22:05 PM,4,8,3.4014806,0.4637417,0.0207147107,1.29978365,0.0266726520,-9999.00000000,21.480,0.0320342418,0.0000000,0.0000000,11,0
12/12/2023 2:22:08 PM,4,8,3.4020583,0.4643194,0.0204586488,1.29978014,0.0266845502,-9999.00000000,21.469,0.0320497068,0.0000000,0.0000000,11,0
12/12/2023 2:22:09 PM,4,8,3.4026361,0.4648972,0.0203004546,1.29978029,0.0266963246,-9999.00000000,21.473,0.0320650110,0.0000000,0.0000000,11,0
12/12/2023 2:22:12 PM,4,8,3.4032139,0.4654750,0.0200985135,1.29978502,0.0267079775,-9999.00000000,21.479,0.0320801572,0.0000000,0.0000000,11,0
12/12/2023 2:22:14 PM,4,8,3.4037917,0.4660528,0.0198705457,1.29978258,0.0267195133,-9999.00000000,21.478,0.0320951513,0.0000000,0.0000000,11,0
12/12/2023 2:22:16 PM,4,8,3.4043694,0.4666306,0.0196785366,1.29978144,0.0267309330,-9999.00000000,21.489,0.0321099944,0.0000000,0.0000000,11,0
12/12/2023 2:22:18 PM,4,8,3.4049472,0.4672083,0.0194708901,1.29978159,0.0267422356,-9999.00000000,21.494,0.0321246854,0.0000000,0.0000000,11,0
12/12/2023 2:22:20 PM,4,8,3.4055250,0.4677861,0.0192602277,1.29978098,0.0267534270,-9999.00000000,21.485,0.0321392317,0.0000000,0.0000000,11,0
12/12/2023 2:22:22 PM,4,8,3.4061028,0.4683639,0.0190160370,1.29978281,0.0267644990,-9999.00000000,21.504,0.0321536229,0.0000000,0.0000000,11,0
12/12/2023 2:22:24 PM,4,8,3.4066806,0.4689417,0.0188652558,1.29978434,0.0267754593,-9999.00000000,21.489,0.0321678689,0.0000000,0.0000000,11,0
12/12/2023 2:22:26 PM,4,8,3.4072583,0.4695194,0.0186905337,1.29978144,0.0267863131,-9999.00000000,21.483,0.0321819766,0.0000000,0.0000000,11,0
12/12/2023 2:22:28 PM,4,8,3.4078361,0.4700972,0.0184743427,1.29978166,0.0267970582,-9999.00000000,21.498,0.0321959428,0.0000000,0.0000000,11,0
12/12/2023 2:22:30 PM,4,8,3.4084139,0.4706750,0.0183400253,1.29978273,0.0268076912,-9999.00000000,21.488,0.0322097634,0.0000000,0.0000000,11,0
12/12/2023 2:22:33 PM,4,8,3.4089917,0.4712528,0.0181455125,1.29978441,0.0268182128,-9999.00000000,21.479,0.0322234392,0.0000000,0.0000000,11,0
12/12/2023 2:22:35 PM,4,8,3.4095694,0.4718306,0.0179459590,1.29978716,0.0268286306,-9999.00000000,21.480,0.0322369801,0.0000000,0.0000000,11,0
12/12/2023 2:22:36 PM,4,8,3.4101472,0.4724083,0.0177686326,1.29978403,0.0268389463,-9999.00000000,21.479,0.0322503883,0.0000000,0.0000000,11,0
12/12/2023 2:22:39 PM,4,8,3.4107250,0.4729861,0.0176550054,1.29978342,0.0268491630,-9999.00000000,21.472,0.0322636678,0.0000000,0.0000000,11,0
12/12/2023 2:22:41 PM,4,8,3.4113028,0.4735639,0.0174461451,1.29978273,0.0268592766,-9999.00000000,21.486,0.0322768132,0.0000000,0.0000000,11,0
12/12/2023 2:22:43 PM,4,8,3.4118806,0.4741417,0.0172198879,1.29978090,0.0268692855,-9999.00000000,21.481,0.0322898226,0.0000000,0.0000000,11,0
12/12/2023 2:22:45 PM,4,8,3.4124583,0.4747194,0.0170815665,1.29978609,0.0268792014,-9999.00000000,21.470,0.0323027112,0.0000000,0.0000000,11,0
12/12/2023 2:22:47 PM,4,8,3.4130361,0.4752972,0.0168927957,1.29978289,0.0268890154,-9999.00000000,21.463,0.0323154672,0.0000000,0.0000000,11,0
12/12/2023 2:22:49 PM,4,8,3.4136139,0.4758750,0.0167208942,1.29978113,0.0268987366,-9999.00000000,21.470,0.0323281026,0.0000000,0.0000000,11,0
12/12/2023 2:22:51 PM,4,8,3.4141917,0.4764528,0.0165618551,1.29978304,0.0269083615,-9999.00000000,21.469,0.0323406129,0.0000000,0.0000000,11,0
12/12/2023 2:22:53 PM,4,8,3.4147694,0.4770306,0.0164338408,1.29978189,0.0269179011,-9999.00000000,21.452,0.0323530123,0.0000000,0.0000000,11,0
12/12/2023 2:22:55 PM,4,8,3.4153472,0.4776083,0.0162686357,1.29978541,0.0269273452,-9999.00000000,21.466,0.0323652876,0.0000000,0.0000000,11,0
12/12/2023 2:22:57 PM,4,8,3.4159250,0.4781861,0.0160965939,1.29978380,0.0269366933,-9999.00000000,21.456,0.0323774382,0.0000000,0.0000000,11,0
12/12/2023 2:23:00 PM,4,8,3.4165028,0.4787639,0.0159590837,1.29977960,0.0269459520,-9999.00000000,21.453,0.0323894724,0.0000000,0.0000000,11,0
12/12/2023 2:23:02 PM,4,8,3.4170806,0.4793417,0.0158056646,1.29978388,0.0269551241,-9999.00000000,21.454,0.0324013942,0.0000000,0.0000000,11,0
12/12/2023 2:23:04 PM,4,8,3.4176583,0.4799194,0.0156531208,1.29978434,0.0269642077,-9999.00000000,21.454,0.0324132009,0.0000000,0.0000000,11,0
12/12/2023 2:23:06 PM,4,8,3.4182361,0.4804972,0.0155129300,1.29978563,0.0269732003,-9999.00000000,21.452,0.0324248893,0.0000000,0.0000000,11,0
12/12/2023 2:23:08 PM,4,8,3.4188139,0.4810750,0.0153739286,1.29978220,0.0269821050,-9999.00000000,21.457,0.0324364635,0.0000000,0.0000000,11,0
12/12/2023 2:23:10 PM,4,8,3.4193917,0.4816528,0.0151702216,1.29978212,0.0269909225,-9999.00000000,21.463,0.0324479243,0.0000000,0.0000000,11,0
12/12/2023 2:23:12 PM,4,8,3.4199694,0.4822306,0.0150261581,1.29978228,0.0269996588,-9999.00000000,21.445,0.0324592796,0.0000000,0.0000000,11,0
12/12/2023 2:23:14 PM,4,8,3.4205472,0.4828083,0.0149029374,1.29978189,0.0270083114,-9999.00000000,21.453,0.0324705260,0.0000000,0.0000000,11,0
12/12/2023 2:23:16 PM,4,8,3.4211250,0.4833861,0.0147645397,1.29978426,0.0270168852,-9999.00000000,21.444,0.0324816702,0.0000000,0.0000000,11,0
12/12/2023 2:23:18 PM,4,8,3.4217028,0.4839639,0.0146090348,1.29978235,0.0270253801,-9999.00000000,21.444,0.0324927117,0.0000000,0.0000000,11,0
12/12/2023 2:23:20 PM,4,8,3.4222806,0.4845417,0.0144903668,1.29978136,0.0270337935,-9999.00000000,21.441,0.0325036473,0.0000000,0.0000000,11,0
12/12/2023 2:23:22 PM,4,8,3.4228583,0.4851194,0.0143765657,1.29978396,0.0270421250,-9999.00000000,21.448,0.0325144763,0.0000000,0.0000000,11,0
12/12/2023 2:23:24 PM,4,8,3.4234361,0.4856972,0.0142132878,1.29978327,0.0270503774,-9999.00000000,21.434,0.0325252028,0.0000000,0.0000000,11,0
12/12/2023 2:23:27 PM,4,8,3.4240139,0.4862750,0.0140770308,1.29978014,0.0270585522,-9999.00000000,21.430,0.0325358281,0.0000000,0.0000000,11,0
12/12/2023 2:23:29 PM,4,8,3.4245917,0.4868528,0.0139634949,1.29977983,0.0270666536,-9999.00000000,21.422,0.0325463582,0.0000000,0.0000000,11,0
12/12/2023 2:23:31 PM,4,8,3.4251694,0.4874306,0.0138355811,1.29978380,0.0270746782,-9999.00000000,21.435,0.0325567884,0.0000000,0.0000000,11,0
12/12/2023 2:23:33 PM,4,8,3.4257472,0.4880083,0.0137266438,1.29977899,0.0270826259,-9999.00000000,21.436,0.0325671187,0.0000000,0.0000000,11,0
12/12/2023 2:23:35 PM,4,8,3.4263250,0.4885861,0.0135935337,1.29978060,0.0270904995,-9999.00000000,21.432,0.0325773527,0.0000000,0.0000000,11,0
12/12/2023 2:23:37 PM,4,8,3.4269028,0.4891639,0.0134425449,1.29978334,0.0270982975,-9999.00000000,21.444,0.0325874884,0.0000000,0.0000000,11,0
12/12/2023 2:23:39 PM,4,8,3.4274806,0.4897417,0.0132906413,1.29977884,0.0271060233,-9999.00000000,21.442,0.0325975302,0.0000000,0.0000000,11,0
12/12/2023 2:23:41 PM,4,8,3.4280583,0.4903194,0.0131643467,1.29977983,0.0271136764,-9999.00000000,21.442,0.0326074776,0.0000000,0.0000000,11,0
12/12/2023 2:23:43 PM,4,8,3.4286361,0.4908972,0.0130671892,1.29978396,0.0271212579,-9999.00000000,21.443,0.0326173319,0.0000000,0.0000000,11,0
12/12/2023 2:23:45 PM,4,8,3.4292139,0.4914750,0.0129226804,1.29977983,0.0271287674,-9999.00000000,21.441,0.0326270925,0.0000000,0.0000000,11,0
12/12/2023 2:23:47 PM,4,8,3.4297917,0.4920528,0.0128155483,1.29978189,0.0271362112,-9999.00000000,21.431,0.0326367679,0.0000000,0.0000000,11,0
12/12/2023 2:23:49 PM,4,8,3.4303694,0.4926306,0.0127147682,1.29977937,0.0271435859,-9999.00000000,21.431,0.0326463534,0.0000000,0.0000000,11,0
12/12/2023 2:23:51 PM,4,8,3.4309472,0.4932083,0.0125980395,1.29977823,0.0271508923,-9999.00000000,21.426,0.0326558501,0.0000000,0.0000000,11,0
12/12/2023 2:23:54 PM,4,8,3.4315250,0.4937861,0.0124697841,1.29977930,0.0271581372,-9999.00000000,21.438,0.0326652669,0.0000000,0.0000000,11,0
12/12/2023 2:23:55 PM,4,8,3.4321028,0.4943639,0.0123671346,1.29977999,0.0271653163,-9999.00000000,21.441,0.0326745982,0.0000000,0.0000000,11,0
12/12/2023 2:23:58 PM,4,8,3.4326806,0.4949417,0.0122893562,1.29978182,0.0271724287,-9999.00000000,21.437,0.0326838428,0.0000000,0.0000000,11,0
12/12/2023 2:24:00 PM,4,8,3.4332583,0.4955194,0.0121557612,1.29978174,0.0271794753,-9999.00000000,21.429,0.0326930018,0.0000000,0.0000000,11,0
12/12/2023 2:24:02 PM,4,8,3.4338361,0.4960972,0.0120533831,1.29978014,0.0271864598,-9999.00000000,21.436,0.0327020801,0.0000000,0.0000000,11,0
12/12/2023 2:24:04 PM,4,8,3.4344139,0.4966750,0.0119321413,1.29978205,0.0271933829,-9999.00000000,21.436,0.0327110787,0.0000000,0.0000000,11,0
12/12/2023 2:24:06 PM,4,8,3.4349917,0.4972528,0.0117893249,1.29978182,0.0272002389,-9999.00000000,21.430,0.0327199900,0.0000000,0.0000000,11,0
12/12/2023 2:24:08 PM,4,8,3.4355694,0.4978306,0.0116794209,1.29978212,0.0272070271,-9999.00000000,21.452,0.0327288131,0.0000000,0.0000000,11,0
12/12/2023 2:24:10 PM,4,8,3.4361472,0.4984083,0.0115765823,1.29978426,0.0272137489,-9999.00000000,21.442,0.0327375500,0.0000000,0.0000000,11,0
12/12/2023 2:24:12 PM,4,8,3.4367250,0.4989861,0.0114669618,1.29978144,0.0272204098,-9999.00000000,21.452,0.0327462077,0.0000000,0.0000000,11,0
12/12/2023 2:24:14 PM,4,8,3.4373028,0.4995639,0.0113701916,1.29978426,0.0272270065,-9999.00000000,21.456,0.0327547820,0.0000000,0.0000000,11,0
12/12/2023 2:24:16 PM,4,8,3.4378806,0.5001417,0.0112832161,1.29978403,0.0272335448,-9999.00000000,21.448,0.0327632803,0.0000000,0.0000000,11,0
12/12/2023 2:24:19 PM,4,8,3.4384583,0.5007194,0.0111906357,1.29978556,0.0272400258,-9999.00000000,21.445,0.0327717043,0.0000000,0.0000000,11,0
12/12/2023 2:24:21 PM,4,8,3.4390361,0.5012972,0.0110736997,1.29978327,0.0272464499,-9999.00000000,21.463,0.0327800542,0.0000000,0.0000000,11,0
12/12/2023 2:24:23 PM,4,8,3.4396139,0.5018750,0.0109912312,1.29978044,0.0272528187,-9999.00000000,21.464,0.0327883321,0.0000000,0.0000000,11,0
12/12/2023 2:24:25 PM,4,8,3.4401917,0.5024528,0.0109189569,1.29978411,0.0272591319,-9999.00000000,21.462,0.0327965379,0.0000000,0.0000000,11,0
12/12/2023 2:24:27 PM,4,8,3.4407694,0.5030306,0.0107946565,1.29978228,0.0272653914,-9999.00000000,21.461,0.0328046740,0.0000000,0.0000000,11,0
12/12/2023 2:24:29 PM,4,8,3.4413472,0.5036083,0.0106876951,1.29978289,0.0272716020,-9999.00000000,21.462,0.0328127463,0.0000000,0.0000000,11,0
12/12/2023 2:24:31 PM,4,8,3.4419250,0.5041861,0.0106202572,1.29978266,0.0272777574,-9999.00000000,21.453,0.0328207471,0.0000000,0.0000000,11,0
12/12/2023 2:24:33 PM,4,8,3.4425028,0.5047639,0.0105094993,1.29978212,0.0272838573,-9999.00000000,21.472,0.0328286757,0.0000000,0.0000000,11,0
12/12/2023 2:24:35 PM,4,8,3.4430806,0.5053417,0.0104026476,1.29978060,0.0272899046,-9999.00000000,21.469,0.0328365358,0.0000000,0.0000000,11,0
12/12/2023 2:24:37 PM,4,8,3.4436583,0.5059194,0.0103280101,1.29978113,0.0272958997,-9999.00000000,21.470,0.0328443281,0.0000000,0.0000000,11,0
12/12/2023 2:24:39 PM,4,8,3.4442361,0.5064972,0.0102604044,1.29978258,0.0273018432,-9999.00000000,21.456,0.0328520534,0.0000000,0.0000000,11,0
12/12/2023 2:24:41 PM,4,8,3.4448139,0.5070750,0.0101519091,1.29978388,0.0273077335,-9999.00000000,21.468,0.0328597094,0.0000000,0.0000000,11,0
12/12/2023 2:24:43 PM,4,8,3.4453917,0.5076528,0.0100656319,1.29978182,0.0273135747,-9999.00000000,21.458,0.0328673018,0.0000000,0.0000000,11,0
12/12/2023 2:24:46 PM,4,8,3.4459694,0.5082306,0.0099802512,1.29978205,0.0273193670,-9999.00000000,21.472,0.0328748305,0.0000000,0.0000000,11,0
12/12/2023 2:24:48 PM,4,8,3.4465472,0.5088083,0.0098898054,1.29978189,0.0273251078,-9999.00000000,21.462,0.0328822922,0.0000000,0.0000000,11,0
12/12/2023 2:24:50 PM,4,8,3.4471250,0.5093861,0.0098208398,1.29978075,0.0273307995,-9999.00000000,21.473,0.0328896903,0.0000000,0.0000000,11,0
12/12/2023 2:24:52 PM,4,8,3.4477028,0.5099639,0.0097540270,1.29978411,0.0273364430,-9999.00000000,21.476,0.0328970256,0.0000000,0.0000000,11,0
12/12/2023 2:24:54 PM,4,8,3.4482806,0.5105417,0.0096682438,1.29978220,0.0273420414,-9999.00000000,21.468,0.0329043022,0.0000000,0.0000000,11,0
12/12/2023 2:24:56 PM,4,8,3.4488583,0.5111194,0.0095513016,1.29977907,0.0273475923,-9999.00000000,21.474,0.0329115172,0.0000000,0.0000000,11,0
12/12/2023 2:24:58 PM,4,8,3.4494361,0.5116972,0.0094698363,1.29977991,0.0273530994,-9999.00000000,21.466,0.0329186753,0.0000000,0.0000000,11,0
12/12/2023 2:25:00 PM,4,8,3.4500139,0.5122750,0.0094118150,1.29978220,0.0273585599,-9999.00000000,21.484,0.0329257727,0.0000000,0.0000000,11,0
12/12/2023 2:25:02 PM,4,8,3.4505917,0.5128528,0.0093087476,1.29977876,0.0273639747,-9999.00000000,21.476,0.0329328107,0.0000000,0.0000000,11,0
12/12/2023 2:25:04 PM,4,8,3.4511694,0.5134306,0.0092502293,1.29978258,0.0273693480,-9999.00000000,21.485,0.0329397949,0.0000000,0.0000000,11,0
12/12/2023 2:25:06 PM,4,8,3.4517472,0.5140083,0.0092044209,1.29978373,0.0273746771,-9999.00000000,21.471,0.0329467216,0.0000000,0.0000000,11,0
12/12/2023 2:25:08 PM,4,8,3.4523250,0.5145861,0.0091246419,1.29978113,0.0273799591,-9999.00000000,21.470,0.0329535870,0.0000000,0.0000000,11,0
12/12/2023 2:25:10 PM,4,8,3.4529028,0.5151639,0.0090314090,1.29977930,0.0273851987,-9999.00000000,21.470,0.0329603974,0.0000000,0.0000000,11,0
12/12/2023 2:25:13 PM,4,8,3.4534806,0.5157417,0.0089628610,1.29978380,0.0273903984,-9999.00000000,21.481,0.0329671558,0.0000000,0.0000000,11,0
12/12/2023 2:25:15 PM,4,8,3.4540583,0.5163194,0.0088998204,1.29978189,0.0273955599,-9999.00000000,21.481,0.0329738646,0.0000000,0.0000000,11,0
12/12/2023 2:25:17 PM,4,8,3.4546361,0.5168972,0.0088355691,1.29978037,0.0274006837,-9999.00000000,21.468,0.0329805245,0.0000000,0.0000000,11,0
12/12/2023 2:25:19 PM,4,8,3.4552139,0.5174750,0.0087971677,1.29978159,0.0274057684,-9999.00000000,21.463,0.0329871335,0.0000000,0.0000000,11,0
12/12/2023 2:25:21 PM,4,8,3.4557917,0.5180528,0.0087029284,1.29978060,0.0274108122,-9999.00000000,21.461,0.0329936893,0.0000000,0.0000000,11,0
12/12/2023 2:25:23 PM,4,8,3.4563694,0.5186306,0.0086168006,1.29978289,0.0274158128,-9999.00000000,21.472,0.0330001890,0.0000000,0.0000000,11,0
12/12/2023 2:25:25 PM,4,8,3.4569472,0.5192083,0.0085428796,1.29978304,0.0274207753,-9999.00000000,21.470,0.0330066392,0.0000000,0.0000000,11,0
12/12/2023 2:25:27 PM,4,8,3.4575250,0.5197861,0.0084720019,1.29977831,0.0274256931,-9999.00000000,21.455,0.0330130312,0.0000000,0.0000000,11,0
12/12/2023 2:25:29 PM,4,8,3.4581028,0.5203639,0.0084077963,1.29978602,0.0274305693,-9999.00000000,21.463,0.0330193693,0.0000000,0.0000000,11,0
12/12/2023 2:25:31 PM,4,8,3.4586806,0.5209417,0.0083475641,1.29978205,0.0274354090,-9999.00000000,21.451,0.0330256599,0.0000000,0.0000000,11,0
12/12/2023 2:25:34 PM,4,8,3.4592583,0.5215194,0.0082737163,1.29978449,0.0274402121,-9999.00000000,21.468,0.0330319027,0.0000000,0.0000000,11,0
12/12/2023 2:25:35 PM,4,8,3.4598361,0.5220972,0.0082125937,1.29978304,0.0274449784,-9999.00000000,21.464,0.0330380979,0.0000000,0.0000000,11,0
12/12/2023 2:25:37 PM,4,8,3.4604139,0.5226750,0.0081573382,1.29978296,0.0274497046,-9999.00000000,21.462,0.0330442410,0.0000000,0.0000000,11,0
12/12/2023 2:25:40 PM,4,8,3.4609917,0.5232528,0.0080886561,1.29978113,0.0274543962,-9999.00000000,21.450,0.0330503391,0.0000000,0.0000000,11,0
12/12/2023 2:25:42 PM,4,8,3.4615694,0.5238306,0.0080329005,1.29978426,0.0274590527,-9999.00000000,21.453,0.0330563915,0.0000000,0.0000000,11,0
12/12/2023 2:25:44 PM,4,8,3.4621472,0.5244083,0.0079822191,1.29978373,0.0274636724,-9999.00000000,21.469,0.0330623961,0.0000000,0.0000000,11,0
12/12/2023 2:25:46 PM,4,8,3.4627250,0.5249861,0.0079199834,1.29978243,0.0274682573,-9999.00000000,21.456,0.0330683555,0.0000000,0.0000000,11,0
12/12/2023 2:25:48 PM,4,8,3.4633028,0.5255639,0.0078562719,1.29978098,0.0274728080,-9999.00000000,21.470,0.0330742704,0.0000000,0.0000000,11,0
12/12/2023 2:25:50 PM,4,8,3.4638806,0.5261417,0.0078002845,1.29978174,0.0274773269,-9999.00000000,21.454,0.0330801439,0.0000000,0.0000000,11,0
12/12/2023 2:25:52 PM,4,8,3.4644583,0.5267194,0.0077364113,1.29978342,0.0274818114,-9999.00000000,21.460,0.0330859729,0.0000000,0.0000000,11,0
12/12/2023 2:25:54 PM,4,8,3.4650361,0.5272972,0.0076716507,1.29977991,0.0274862626,-9999.00000000,21.455,0.0330917584,0.0000000,0.0000000,11,0
12/12/2023 2:25:56 PM,4,8,3.4656139,0.5278750,0.0076132665,1.29978449,0.0274906777,-9999.00000000,21.473,0.0330974971,0.0000000,0.0000000,11,0
12/12/2023 2:25:58 PM,4,8,3.4661917,0.5284528,0.0075514700,1.29978044,0.0274950607,-9999.00000000,21.473,0.0331031941,0.0000000,0.0000000,11,0
12/12/2023 2:26:01 PM,4,8,3.4667694,0.5290306,0.0074898655,1.29978212,0.0274994104,-9999.00000000,21.462,0.0331088476,0.0000000,0.0000000,11,0
12/12/2023 2:26:02 PM,4,8,3.4673472,0.5296083,0.0074416511,1.29978487,0.0275037271,-9999.00000000,21.472,0.0331144585,0.0000000,0.0000000,11,0
12/12/2023 2:26:05 PM,4,8,3.4679250,0.5301861,0.0073993068,1.29977976,0.0275080147,-9999.00000000,21.459,0.0331200313,0.0000000,0.0000000,11,0
12/12/2023 2:26:07 PM,4,8,3.4685028,0.5307639,0.0073216564,1.29978174,0.0275122662,-9999.00000000,21.456,0.0331255574,0.0000000,0.0000000,11,0
12/12/2023 2:26:09 PM,4,8,3.4690806,0.5313417,0.0072886830,1.29978197,0.0275164873,-9999.00000000,21.459,0.0331310439,0.0000000,0.0000000,11,0
12/12/2023 2:26:11 PM,4,8,3.4696583,0.5319194,0.0072557370,1.29978228,0.0275206798,-9999.00000000,21.462,0.0331364933,0.0000000,0.0000000,11,0
12/12/2023 2:26:13 PM,4,8,3.4702361,0.5324972,0.0071921322,1.29978075,0.0275248407,-9999.00000000,21.460,0.0331419016,0.0000000,0.0000000,11,0
12/12/2023 2:26:15 PM,4,8,3.4708139,0.5330750,0.0071246179,1.29978449,0.0275289724,-9999.00000000,21.460,0.0331472718,0.0000000,0.0000000,11,0
12/12/2023 2:26:17 PM,4,8,3.4713917,0.5336528,0.0070730888,1.29977846,0.0275330743,-9999.00000000,21.455,0.0331526035,0.0000000,0.0000000,11,0
12/12/2023 2:26:19 PM,4,8,3.4719694,0.5342306,0.0070177052,1.29978105,0.0275371482,-9999.00000000,21.453,0.0331578986,0.0000000,0.0000000,11,0
12/12/2023 2:26:21 PM,4,8,3.4725472,0.5348083,0.0069652094,1.29978098,0.0275411929,-9999.00000000,21.447,0.0331631558,0.0000000,0.0000000,11,0
12/12/2023 2:26:23 PM,4,8,3.4731250,0.5353861,0.0069273447,1.29978296,0.0275452080,-9999.00000000,21.438,0.0331683745,0.0000000,0.0000000,11,0
12/12/2023 2:26:25 PM,4,8,3.4737028,0.5359639,0.0068651761,1.29978228,0.0275491938,-9999.00000000,21.440,0.0331735553,0.0000000,0.0000000,11,0
12/12/2023 2:26:28 PM,4,8,3.4742806,0.5365417,0.0068297174,1.29978686,0.0275531523,-9999.00000000,21.438,0.0331787005,0.0000000,0.0000000,11,0
12/12/2023 2:26:29 PM,4,8,3.4748583,0.5371194,0.0067807925,1.29978021,0.0275570815,-9999.00000000,21.440,0.0331838075,0.0000000,0.0000000,11,0
12/12/2023 2:26:32 PM,4,8,3.4754361,0.5376972,0.0067262292,1.29977762,0.0275609840,-9999.00000000,21.442,0.0331888799,0.0000000,0.0000000,11,0
12/12/2023 2:26:34 PM,4,8,3.4760139,0.5382750,0.0066987935,1.29978464,0.0275648615,-9999.00000000,21.456,0.0331939199,0.0000000,0.0000000,11,0
12/12/2023 2:26:36 PM,4,8,3.4765917,0.5388528,0.0066536377,1.29978144,0.0275687123,-9999.00000000,21.452,0.0331989250,0.0000000,0.0000000,11,0
12/12/2023 2:26:38 PM,4,8,3.4771694,0.5394306,0.0066078079,1.29978281,0.0275725352,-9999.00000000,21.452,0.0332038940,0.0000000,0.0000000,11,0
12/12/2023 2:26:40 PM,4,8,3.4777472,0.5400083,0.0065584499,1.29978021,0.0275763319,-9999.00000000,21.452,0.0332088289,0.0000000,0.0000000,11,0
12/12/2023 2:26:42 PM,4,8,3.4783250,0.5405861,0.0064808482,1.29978197,0.0275801041,-9999.00000000,21.464,0.0332137320,0.0000000,0.0000000,11,0
12/12/2023 2:26:44 PM,4,8,3.4789028,0.5411639,0.0064577244,1.29978159,0.0275838489,-9999.00000000,21.450,0.0332185993,0.0000000,0.0000000,11,0
12/12/2023 2:26:46 PM,4,8,3.4794806,0.5417417,0.0064062105,1.29977945,0.0275875657,-9999.00000000,21.462,0.0332234303,0.0000000,0.0000000,11,0
12/12/2023 2:26:48 PM,4,8,3.4800583,0.5423194,0.0063688216,1.29978105,0.0275912608,-9999.00000000,21.452,0.0332282332,0.0000000,0.0000000,11,0
12/12/2023 2:26:50 PM,4,8,3.4806361,0.5428972,0.0063288284,1.29978563,0.0275949312,-9999.00000000,21.462,0.0332330038,0.0000000,0.0000000,11,0
12/12/2023 2:26:52 PM,4,8,3.4812139,0.5434750,0.0062667330,1.29978701,0.0275985783,-9999.00000000,21.455,0.0332377443,0.0000000,0.0000000,11,0
12/12/2023 2:26:55 PM,4,8,3.4817917,0.5440528,0.0062558587,1.29978159,0.0276022016,-9999.00000000,21.454,0.0332424539,0.0000000,0.0000000,11,0
12/12/2023 2:26:56 PM,4,8,3.4823694,0.5446306,0.0062175397,1.29978449,0.0276057993,-9999.00000000,21.439,0.0332471301,0.0000000,0.0000000,11,0
12/12/2023 2:26:59 PM,4,8,3.4829472,0.5452083,0.0061732529,1.29978472,0.0276093769,-9999.00000000,21.454,0.0332517801,0.0000000,0.0000000,11,0
